poster,rating,link,title,date
https://image.tmdb.org/t/p/w185/sSsBn4CeTAnSF6uWCwr3zpKknYV.jpg,6.7,https://vip2.idlixvip.asia/movie/97th-annual-academy-awards-2025/,97th Annual Academy Awards (2025),2025-03-02
https://image.tmdb.org/t/p/w185/nNGN4rrwCjBnan0AW4MOY0n1c14.jpg,0.0,https://vip2.idlixvip.asia/tvseries/try-choo-ry-2025/,Try? Choo-ry! (2025),2025-02-26
https://image.tmdb.org/t/p/w185/99JldizwZEvXelt6p5igcKTm0pK.jpg,0.0,https://vip2.idlixvip.asia/tvseries/k-foodie-meets-j-foodie-2025/,K-foodie meets J-foodie (2025),2025-02-27
https://image.tmdb.org/t/p/w185/xsSd0O8tD35cPwWpTwUIPDKoPuX.jpg,5.3,https://vip2.idlixvip.asia/movie/the-67th-annual-grammy-awards-2025/,The 67th Annual Grammy Awards (2025),2025-02-02
https://image.tmdb.org/t/p/w185/q88TUs0LYOS2ZnyBxpDjWtyZddN.jpg,6.4,https://vip2.idlixvip.asia/movie/the-82nd-golden-globes-awards-2025/,The 82nd Golden Globes Awards (2025),2025-01-05
https://image.tmdb.org/t/p/w185/wyMHJMQp8WpmBg9CxefvbQnFhrm.jpg,7.2,https://vip2.idlixvip.asia/movie/96th-annual-academy-awards-2024/,96th Annual Academy Awards (2024),2024-03-10
https://image.tmdb.org/t/p/w185/jExrwcqq1bp8UMuUa64JxmejcL0.jpg,9.0,https://vip2.idlixvip.asia/tvseries/encyclopedia-of-useless-facts-on-unbelievable-human-beings-2022/,Encyclopedia of Useless Facts on Unbelievable Human Beings (2022),2022-12-02
https://image.tmdb.org/t/p/w185/n3De61ct5Vcol3W7lXBh1sXTX3u.jpg,7.857,https://vip2.idlixvip.asia/tvseries/the-grand-tour-2016/,The Grand Tour (2016),2016-11-17
https://image.tmdb.org/t/p/w185/rYDiYyEeP1zRIa2tBqIF1VVIkFy.jpg,8.3,https://vip2.idlixvip.asia/tvseries/sex-love-goop-2021/,"Sex, Love & Goop (2021)",2021-10-21
