movie_id,title,url_poster,rating,link_film,release_date,overview
73,A Journey Through Another World: Raising Kids While Adventuring (2024),https://image.tmdb.org/t/p/w185/32faS0d5neXtiMXFR0xiJPWOtn2.jpg,7.599999904632568,https://tv9.idlix.asia/tvseries/a-journey-through-another-world-raising-kids-while-adventuring-2024/,2024-07-08,
74,Venom: The Last Dance (2024),https://image.tmdb.org/t/p/w185/aosm8NMQ3UyoBVpSxyimorCQykC.jpg,6.199999809265137,https://tv9.idlix.asia/movie/venom-the-last-dance-2024/,2024-10-22,
75,Black Doves (2024),https://image.tmdb.org/t/p/w185/2eZNjPQ9f0TQDHpsL2Ecktsv5v6.jpg,7.699999809265137,https://tv9.idlix.asia/tvseries/black-doves-2024/,2024-12-05,
76,Jentry Chau vs the Underworld (2024),https://image.tmdb.org/t/p/w185/gCVwVPOajqfILlAUwKGmNwVZofb.jpg,8.800000190734863,https://tv9.idlix.asia/tvseries/jentry-chau-vs-the-underworld-2024/,2024-12-05,
77,Mary (2024),https://image.tmdb.org/t/p/w185/qLeylh7WLmRNcMW3yuMaMLQG0RX.jpg,0,https://tv9.idlix.asia/movie/mary-2024/,2024-12-05,
78,Weekend in Taipei (2024),https://image.tmdb.org/t/p/w185/qSc0AUvs8mRy00R9y8QYEHWIAQ9.jpg,5.900000095367432,https://tv9.idlix.asia/movie/weekend-in-taipei-2024/,2024-09-19,
79,Creature Commandos (2024),https://image.tmdb.org/t/p/w185/bB3G6Ug1jfsOUptb0RJsqrgMVta.jpg,6.900000095367432,https://tv9.idlix.asia/tvseries/creature-commandos-2024/,2024-12-05,
80,Case Closed: The Million-Dollar Pentagram (2024),https://image.tmdb.org/t/p/w185/ctboIRYQHYJMge6M6fgcwrhREsj.jpg,6.900000095367432,https://tv9.idlix.asia/movie/case-closed-the-million-dollar-pentagram-2024/,2024-04-12,
81,Safe (2012),https://image.tmdb.org/t/p/w185/kOCpkoMUVae9UIf85gO71SyjLbW.jpg,6.5,https://tv9.idlix.asia/movie/safe-2012/,2012-04-16,
82,Star Wars: Skeleton Crew (2024),https://image.tmdb.org/t/p/w185/6WK3oVHXnAbQgwvUcqLYlRp8Bvq.jpg,7,https://tv9.idlix.asia/tvseries/star-wars-skeleton-crew-2024/,2024-12-02,
83,Léon: The Professional (1994),https://image.tmdb.org/t/p/w185/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,8.5,https://tv9.idlix.asia/movie/leon-the-professional-1994/,1994-09-14,
84,Assault Lily: BOUQUET (2020),https://image.tmdb.org/t/p/w185/iXLZtzmxRPMMYyNtSOysGWLEmd1.jpg,7.714000225067139,https://tv9.idlix.asia/tvseries/assault-lily-bouquet-2020/,2020-10-02,
85,Watchmen: Chapter II (2024),https://image.tmdb.org/t/p/w185/4rBObJFpiWJOG7aIlRrOUniAkBs.jpg,0,https://tv9.idlix.asia/movie/watchmen-chapter-ii-2024/,2024-11-25,
86,Elevation (2024),https://image.tmdb.org/t/p/w185/uQhYBxOVFU6s9agD49FnGHwJqG5.jpg,5.699999809265137,https://tv9.idlix.asia/movie/elevation-2024/,2024-11-07,
87,The Longest Day in Chang’an (2019),https://image.tmdb.org/t/p/w185/qb3xkbIdNRgFHKGNPrBUupCg5FC.jpg,8.5,https://tv9.idlix.asia/tvseries/the-longest-day-in-changan-2019/,2019-06-27,
88,The Madness (2024),https://image.tmdb.org/t/p/w185/z3KaWe2r0yBaRbQlH7BPOR5fpnL.jpg,6.199999809265137,https://tv9.idlix.asia/tvseries/the-madness-2024/,2024-11-28,
89,My Undercover Chef (2023),https://image.tmdb.org/t/p/w185/czP7y8iVQsglUdFttsCxQ9N82BX.jpg,0,https://tv9.idlix.asia/tvseries/my-undercover-chef-2023/,2023-12-21,
90,Yashahime: Princess Half-Demon (2020),https://image.tmdb.org/t/p/w185/vfbBzqu5wU4qgbGlamEmBCHSU4t.jpg,8.348999977111816,https://tv9.idlix.asia/tvseries/yashahime-princess-half-demon-2020/,2020-10-03,
91,Deep Insanity: The Lost Child (2021),https://image.tmdb.org/t/p/w185/pSiUxpYcD3obCg4uHTypZp1MwSv.jpg,6.5,https://tv9.idlix.asia/tvseries/deep-insanity-the-lost-child-2021/,2021-10-13,
92,Conquer: Lahad Datu (2024),https://image.tmdb.org/t/p/w185/jpyuq6ClXoTyeNnjRKO5iI6v4SM.jpg,7.599999904632568,https://tv9.idlix.asia/movie/conquer-lahad-datu-2024/,2024-08-22,
